abstract,cleaned_abstract,topic
"A system includes one or more memory devices storing instructions, and one or more processors configured to execute the instructions to perform steps of a method for detecting harassment. The system may receive communication data from a first customer service representative terminal or a customer communication device and may determine, based at least in part on the communication data and stored communication data, that the communication data comprises harassing content. The system may, responsive to determining that the communication data comprises harassing content, transmit to a second customer service representative terminal, a notification indicating that the communication data comprises harassing content.",system includes one memory device storing instruction one processor configured execute instruction perform step method detecting harassment system may receive communication data first customer service representative terminal customer communication device may determine based least part communication data stored communication data communication data comprises harassing content system may responsive determining communication data comprises harassing content transmit second customer service representative terminal notification indicating communication data comprises harassing content,-1
"Websites and website users are subject to an increasing array of online threats and attacks. Disclosed herein are, among other things, approaches for protecting websites and website users from online threats. For example, a content server, such as a proxying content delivery network (CDN) server that is delivering content on behalf of an origin server, can modify URLs as they pass through the content server to obscured values that are given to the end-user client browser. The end-user browser can use the obscured URL to obtain content from the content server, but the URL may be valid only for a limited time, and may be invalid for obtaining content from the origin. Hence, information is hidden from the client, making attacks against the website more difficult and frustrating client-end malware that leverages knowledge of browsed URLs.",website website user subject increasing array online threat attack disclosed herein among thing approach protecting website website user online threat example content server proxying content delivery network cdn server delivering content behalf origin server modify url pas content server obscured value given enduser client browser enduser browser use obscured url obtain content content server url may valid limited time may invalid obtaining content origin hence information hidden client making attack website difficult frustrating clientend malware leverage knowledge browsed url,2
"One or more embodiment relates to a video communication device, video communication method, and a video communication mediating method, which are capable of preventing a user in a video communication from being exposed to an inappropriate image or sound from the other party. One or more embodiment may provide a video communication method comprising establishing a first video communication session with a first terminal, consecutively receiving images or sounds from the first terminal through the first video communication session, examining at least a portion of images or sounds received in a period of recent specific time among the received images or sounds, and blocking an output of at least a portion of the received images or sounds or reporting a user of the first terminal as an abusive user to a first server according to the result of the examining.",one embodiment relates video communication device video communication method video communication mediating method capable preventing user video communication exposed inappropriate image sound party one embodiment may provide video communication method comprising establishing first video communication session first terminal consecutively receiving image sound first terminal first video communication session examining least portion image sound received period recent specific time among received image sound blocking output least portion received image sound reporting user first terminal abusive user first server according result examining,-1
"A method of providing a visual feedback system may include providing an application programming interface (API) by which a third party electronic device invokes a visual feedback system. The method may also include receiving, from the third party electronic device, a request to invoke the API, where the request includes information from which an emotional state may be determined. The method may additionally include determining an emotional state associated with the request, and, based on the request, transmitting a visual image associated with the emotional state to the third party electronic device.",method providing visual feedback system may include providing application programming interface api third party electronic device invokes visual feedback system method may also include receiving third party electronic device request invoke api request includes information emotional state may determined method may additionally include determining emotional state associated request based request transmitting visual image associated emotional state third party electronic device,1
"Aspects of an abuse detection system for a web service include an abuse detection engine executing on a server. The abuse detection engine includes a pre-processing module for aggregating a data set for processing and analysis; a suspiciousness test module for identifying suspicious content owners and suspicious users; a graphing module for finding connections between suspicious content owners and suspicious users; an analysis module for determining which groups are constituted of fraudulent or abusive accounts; and a notification generation and output module for generating a list of abusive entities and a notification for output to at least one of: the abusive entity, a digital content distribution company associated with the abusive entity, and a legal department or other entity for further investigation or action. Additionally, royalties for content consumptions associated with abusive accounts may be held. Aspects of an abusive traffic detection method enable multi-account and multi-content owner fraud detection.",aspect abuse detection system web service include abuse detection engine executing server abuse detection engine includes preprocessing module aggregating data set processing analysis suspiciousness test module identifying suspicious content owner suspicious user graphing module finding connection suspicious content owner suspicious user analysis module determining group constituted fraudulent abusive account notification generation output module generating list abusive entity notification output least one abusive entity digital content distribution company associated abusive entity legal department entity investigation action additionally royalty content consumption associated abusive account may held aspect abusive traffic detection method enable multiaccount multicontent owner fraud detection,1
Disclosed are a method for detecting abnormal user groups through activity data analysis and a system thereof. An abuser detection method is for defining abnormal activity through analysis of transaction data in accordance with user activity on content. The abuser detection method comprises the steps of: selecting abnormal user candidates using transaction data for each user; and detecting abnormal user groups having an organizational activity pattern based on activity similarity between the abnormal user candidates.,disclosed method detecting abnormal user group activity data analysis system thereof abuser detection method defining abnormal activity analysis transaction data accordance user activity content abuser detection method comprises step selecting abnormal user candidate using transaction data user detecting abnormal user group organizational activity pattern based activity similarity abnormal user candidate,1
"A method, including recognizing an indicia pattern on an audio signal recognizing its characteristics including but not limited to intensity, pitch, presence of abuse words, utilizing a portable device based sound controller system, prompting one of acceptance and disapproval of the indicia pattern, detecting a present of abuse intent and if intent is present, start taking an action e.g. recording, emailing or flashing an LED.",method including recognizing indicia pattern audio signal recognizing characteristic including limited intensity pitch presence abuse word utilizing portable device based sound controller system prompting one acceptance disapproval indicia pattern detecting present abuse intent intent present start taking action recording emailing flashing led,1
"A method for detecting hate speech and a computing device for performing the method are disclosed.
According to one embodiment, the disclosed hate speech detection method is performed on a computing device comprising one or more processors and memory storing one or more programs executed by the processors.
The method includes a first training phase and a second training phase based on an artificial neural network.

The first training phase includes:

Labeling each word in an input sentence to determine whether it is a hate-speech-related word, and generating a labeling sequence;

Embedding each word in the input sentence to generate a first embedding sequence;

Embedding the labeling sequence to generate a second embedding sequence;

Merging the first and second embedding sequences to generate a merged embedding sequence; and

Using the merged embedding sequence as input to predict the labeling sequence.",method detecting hate speech computing device performing method disclosed according one embodiment disclosed hate speech detection method performed computing device comprising one processor memory storing one program executed processor method includes first training phase second training phase based artificial neural network first training phase includes labeling word input sentence determine whether hatespeechrelated word generating labeling sequence embedding word input sentence generate first embedding sequence embedding labeling sequence generate second embedding sequence merging first second embedding sequence generate merged embedding sequence using merged embedding sequence input predict labeling sequence,0
"Disclosed are a method for detecting abuse based on a blockchain network and a specific blockchain node using the same. The method for detecting abuse based on a blockchain network comprises: a step (a) in which a specific blockchain node among blockchain nodes constituting the blockchain network causes, if service data generated from each service provided by each service providing server is obtained, a smart contract registered in a distributed ledger of the blockchain network to register the service data in the distributed ledger of the blockchain network; and a step (b) in which the specific blockchain node transmits the service data to a pattern analysis server and causes the pattern analysis server to analyze a pattern for each of the service data with reference to a preset pattern analysis criterion to detect abuse, generate abuse detection information, and register the abuse detection information in other blockchain networks, thereby enabling each service providing server to check the abuse detection information.",disclosed method detecting abuse based blockchain network specific blockchain node using method detecting abuse based blockchain network comprises step specific blockchain node among blockchain node constituting blockchain network cause service data generated service provided service providing server obtained smart contract registered distributed ledger blockchain network register service data distributed ledger blockchain network step specific blockchain node transmits service data pattern analysis server cause pattern analysis server analyze pattern service data reference preset pattern analysis criterion detect abuse generate abuse detection information register abuse detection information blockchain network thereby enabling service providing server check abuse detection information,-1
"To prevent the spread of Covid-19 and other contagious diseases, a touchless handshake is able to be implemented using mobile devices. The touchless handshake is able to be performed by sending a signal from one device to another (or to multiple devices) which triggers the device to vibrate to simulate a handshake. Additionally, mobile devices are able to be used to send and/or display a wave/spin.",prevent spread covid contagious disease touchless handshake able implemented using mobile device touchless handshake able performed sending signal one device another multiple device trigger device vibrate simulate handshake additionally mobile device able used send andor display wavespin,-1
"A system and methods is provided that allows participants to assess and construct past, present, and potential future human personas related to themselves, their families, friends, or well-known public personalities. This is done by associating positive, negative, and descriptive attributes to third party or self-actualized avatars. A database holds the aforementioned files for individual attribute selection, persona maps, and therapeutic or motivational response messages used by the system. These elements are cross-indexed to each other to form a system of pre-defined psychosocial construction and pathway improvement programming. The system utilizes various user inputs in order to pull words and/or images for reaction by the user and provide specific content based on user entry and user selection signals.",system method provided allows participant assess construct past present potential future human persona related family friend wellknown public personality done associating positive negative descriptive attribute third party selfactualized avatar database hold aforementioned file individual attribute selection persona map therapeutic motivational response message used system element crossindexed form system predefined psychosocial construction pathway improvement programming system utilizes various user input order pull word andor image reaction user provide specific content based user entry user selection signal,-1
"A system may include: a server comprising a rule cache; a user device communicably coupled to the server; a computer-readable medium comprising instructions that cause the server to: monitor a plurality of third-party data sources; obtain, via a queueing service, a plurality of pieces of content from the plurality of third-party data sources; for each piece of content, fetch a rule ID from a list of rule IDs on the user device, wherein the rule ID is fetched based on the content and a pre-selected setting on the user device; use the rule ID to fetch a rule from the rule cache, the rule comprising a script, the script comprising executable code; execute the script on the piece of content to determine if the piece of content matches the rule; and in response to determining that the piece of content matches the rule, send an alert to the user device.",system may include server comprising rule cache user device communicably coupled server computerreadable medium comprising instruction cause server monitor plurality thirdparty data source obtain via queueing service plurality piece content plurality thirdparty data source piece content fetch rule list rule id user device wherein rule fetched based content preselected setting user device use rule fetch rule rule cache rule comprising script script comprising executable code execute script piece content determine piece content match rule response determining piece content match rule send alert user device,0
"Technology for improving and monitoring data communication security is presented herein. The technology monitors a plurality of sources of risky activities, crawls on computer networks to scan the risky activities, visualizes the risky activities, and detects and prevents risky activities.",technology improving monitoring data communication security presented herein technology monitor plurality source risky activity crawl computer network scan risky activity visualizes risky activity detects prevents risky activity,-1
"Various internet content filtering mechanisms are disclosed. One such mechanism is a filtering service that uses a filter stack and at least two caches. The filter stack can access these caches during its execution of objects. One of the caches could be a cross-user cache that contains information relevant for internet content to a particular user, but this information could be also used by other users. The other cache could be a cross-application cache that contains information relevant for particular applications, but this information could also be used by other applications. The filtering service can be nicely integrated in an operating system to provide a centralized framework for the filtering of internet content.",various internet content filtering mechanism disclosed one mechanism filtering service us filter stack least two cache filter stack access cache execution object one cache could crossuser cache contains information relevant internet content particular user information could also used user cache could crossapplication cache contains information relevant particular application information could also used application filtering service nicely integrated operating system provide centralized framework filtering internet content,-1
"The embodiments of the present invention provide methods and systems for automated collection of human-reviewed data. Requesters send data to be reviewed by humans (or data requests) to a data processing system, which is in communication with one or more systems for collecting human-reviewed data (HRD). The methods and systems discussed enables the data processing system to work with one or more of the systems for collecting HRD). In one embodiment, between the data processing system and the systems for collecting HRD are wrappers, which stores parameters specific to the data requests and libraries for transforming the data requests to human intelligent tasks (HITs) specific to each HRD system. The data processing system also includes a number of components that facilitate transforming data requests into HITs, sending the HITs to the HRD collection systems, receiving HRD, and analyzing HRD to improve the quality of collected HRD.",embodiment present invention provide method system automated collection humanreviewed data requester send data reviewed human data request data processing system communication one system collecting humanreviewed data hrd method system discussed enables data processing system work one system collecting hrd one embodiment data processing system system collecting hrd wrapper store parameter specific data request library transforming data request human intelligent task hit specific hrd system data processing system also includes number component facilitate transforming data request hit sending hit hrd collection system receiving hrd analyzing hrd improve quality collected hrd,-1
"Systems and methods are disclosed for reporting spam detected in a communication network. Entities in the network detect that an electronic message comprises spam, and generate a spam report for the electronic message. The spam report is in a format that is enhanced with newly-defined fields. A spam center in the network receives the spam reports from the entities, and processes the spam reports to generate spam rules for detecting spam in electronic messages transported over the communication network. The spam center then selectively distributes the spam rules to one or more of the entities of the communication network based on an analysis of the spam reports. The entities may then use the spam rules to detect spam in other electronic messages that are transported over the communication network.",system method disclosed reporting spam detected communication network entity network detect electronic message comprises spam generate spam report electronic message spam report format enhanced newlydefined field spam center network receives spam report entity process spam report generate spam rule detecting spam electronic message transported communication network spam center selectively distributes spam rule one entity communication network based analysis spam report entity may use spam rule detect spam electronic message transported communication network,-1
"According to one embodiment of the present invention, in a method for blocking digital abuse performed by an electronic device with a keyboard application installed, which transmits a user's input via a user input interface to a metaverse environment:

(a) When the keyboard application is invoked by the metaverse environment or the operating system controlling it, the electronic device provides the user input interface to the user to receive input;

(b) The electronic device receives the user's input through the user input interface;

(c) The electronic device generates input information based on the user's input;

(d) The electronic device determines whether the input information includes abusive content by referencing an abuse policy database (DB) corresponding to the input information and the application’s identification information;

(e) If the input information includes abusive content, the electronic device controls the input accordingly.

This allows for early detection of digital abusive behavior by users. As a result, victims can respond quickly, and perpetrators can be promptly identified.

Let me know if you’d like this rewritten in a more formal, academic, or patent-appropriate tone.









Ask ChatGPT
",according one embodiment present invention method blocking digital abuse performed electronic device keyboard application installed transmits user input via user input interface metaverse environment keyboard application invoked metaverse environment operating system controlling electronic device provides user input interface user receive input electronic device receives user input user input interface electronic device generates input information based user input electronic device determines whether input information includes abusive content referencing abuse policy database corresponding input information application identification information input information includes abusive content electronic device control input accordingly allows early detection digital abusive behavior user result victim respond quickly perpetrator promptly identified let know youd like rewritten formal academic patentappropriate tone ask chatgpt,1
"A server that manages download and/or distribution of content may collect content-related information associated with users, and classify the users based on that data. The content-related information may comprise data relating to content generation and/or upload by the users. The server may determine whether a user is granted permission to upload content for distribution or download via the server, based on correlating the user with a previously classified user, and/or on evaluation of current content generation or download activities associated with the user. Determination of whether the user is granted permission to upload content may be done directly and/or autonomously by the server. Alternatively, a recommendation whether to grant permission to upload content may be submitted by the server to another entity for selection thereby. The server may reject or accept a content upload request from the user based on the determination of whether the user is granted permission.",server manages download andor distribution content may collect contentrelated information associated user classify user based data contentrelated information may comprise data relating content generation andor upload user server may determine whether user granted permission upload content distribution download via server based correlating user previously classified user andor evaluation current content generation download activity associated user determination whether user granted permission upload content may done directly andor autonomously server alternatively recommendation whether grant permission upload content may submitted server another entity selection thereby server may reject accept content upload request user based determination whether user granted permission,-1
"A method for selecting advertisement spots. The method comprises certifying a digital document having a placeholder for at least one advertisement, identifying at least one characteristic indicative of appropriateness of the digital document, assigning an appropriateness score to the digital document according to the at least one characteristic and associating a digital certificate indicative of the appropriateness score with the digital document, wherein the digital certificate is used for associating an advertisement with the placeholder.",method selecting advertisement spot method comprises certifying digital document placeholder least one advertisement identifying least one characteristic indicative appropriateness digital document assigning appropriateness score digital document according least one characteristic associating digital certificate indicative appropriateness score digital document wherein digital certificate used associating advertisement placeholder,-1
"To protect a user of a social network, the user's activity is monitored during a baseline monitoring period to determine a baseline activity record. If subsequently monitored activity of the user deviates sufficiently from the baseline activity record to indicate abuse (hijacking) of the user's account, the abuse is mitigated, for example by notifying the user of the abuse. Monitored activity includes posting links, updating statuses, sending messages, and changing a profile. Monitoring also includes logging times of the user activity. Monitoring anomalous profile changes does not need a baseline.",protect user social network user activity monitored baseline monitoring period determine baseline activity record subsequently monitored activity user deviate sufficiently baseline activity record indicate abuse hijacking user account abuse mitigated example notifying user abuse monitored activity includes posting link updating status sending message changing profile monitoring also includes logging time user activity monitoring anomalous profile change need baseline,-1
"Techniques are described that determine when content to be shared by a user may be offensive, and providing the user with a notification that the content may be offensive. In some examples, the user may be provided with a notification that includes a selectable option allowing the user to withdraw or undo the content from being shared, additional information regarding why the content was determined to be offensive, content sharing guidelines, and/or advice for how to revise the content to be less offensive. In some examples, the notification may be presented for a predetermined period of time, and the content may be held in a pending state and not shared with other users until expiration of the predetermined period.",technique described determine content shared user may offensive providing user notification content may offensive example user may provided notification includes selectable option allowing user withdraw undo content shared additional information regarding content determined offensive content sharing guideline andor advice revise content less offensive example notification may presented predetermined period time content may held pending state shared user expiration predetermined period,-1
"One embodiment of the present invention provides a system for stable selection of collaborating partners for exchanging security data. During operation, the system receives vectors of collaboration values from a plurality of entities. A collaboration value is a measure of an expected benefit of collaborating with a respective entity. The system sorts each of the vectors by the collaboration values of the respective vector. The system then determines matching entities given a number of partners wanted by each organization in N. The system may add matching entities to lists of collaborating partners given the number of partners wanted by each organization in N. Subsequently, the system sends the lists of collaborating partners to facilitate exchanging security data with partners in the list of collaborating partners.",one embodiment present invention provides system stable selection collaborating partner exchanging security data operation system receives vector collaboration value plurality entity collaboration value measure expected benefit collaborating respective entity system sort vector collaboration value respective vector system determines matching entity given number partner wanted organization system may add matching entity list collaborating partner given number partner wanted organization subsequently system sends list collaborating partner facilitate exchanging security data partner list collaborating partner,-1
"A system and method for accelerating an automated labeling of a volume of unlabeled digital event data samples includes identifying a corpus characteristic of a digital event data corpus that includes a plurality of distinct unlabeled digital event data samples; selecting an automated bulk labeling algorithm based on the corpus characteristic associated with the digital event data corpus satisfying a bulk labeling criterion of the automated bulk labeling algorithm; evaluating a subset of the plurality of unlabeled digital event data samples, wherein evaluating the subset includes attributing a distinct classification label to each digital event data sample within the subset; and in response to the selection, executing the selected automated bulk labeling algorithm against the digital event data corpus, wherein the executing includes simultaneously assigning a classification label equivalent to the distinct classification label to a superset of the digital event data corpus that relates to the subset.",system method accelerating automated labeling volume unlabeled digital event data sample includes identifying corpus characteristic digital event data corpus includes plurality distinct unlabeled digital event data sample selecting automated bulk labeling algorithm based corpus characteristic associated digital event data corpus satisfying bulk labeling criterion automated bulk labeling algorithm evaluating subset plurality unlabeled digital event data sample wherein evaluating subset includes attributing distinct classification label digital event data sample within subset response selection executing selected automated bulk labeling algorithm digital event data corpus wherein executing includes simultaneously assigning classification label equivalent distinct classification label superset digital event data corpus relates subset,-1
"The present invention relates to a device and a method for real-time deep-learning-based anomaly detection to prevent crimes on metaverse. The device comprises: a prohibited sentence extraction unit which filters prohibited sentences by applying a dictionary of prohibited words which are extracted from hate speech data to at least one piece of real-time conversation data from among voice conversations and chat conversations between users; an anomaly action detection unit which detects anomaly actions in the users' actions through an anomaly action detection model when the prohibited sentences are detected; an anomaly sentence detection unit which detects anomaly sentences in the prohibited sentences using an anomaly sentence detection model when the prohibited sentences are detected; and an anomaly recognition performance unit which calculates an anomaly perception index (API) for anomaly detection based on the detection result of the prohibited sentences and the detection result of each of the anomaly actions and the anomaly sentences. According to the present invention, real-time detection can be performed quickly and efficiently.",present invention relates device method realtime deeplearningbased anomaly detection prevent crime metaverse device comprises prohibited sentence extraction unit filter prohibited sentence applying dictionary prohibited word extracted hate speech data least one piece realtime conversation data among voice conversation chat conversation user anomaly action detection unit detects anomaly action user action anomaly action detection model prohibited sentence detected anomaly sentence detection unit detects anomaly sentence prohibited sentence using anomaly sentence detection model prohibited sentence detected anomaly recognition performance unit calculates anomaly perception index api anomaly detection based detection result prohibited sentence detection result anomaly action anomaly sentence according present invention realtime detection performed quickly efficiently,0
"Technology for providing reporting options specific for a market or a common user attribute is disclosed herein. A computer server of a social networking system determines multiple community standards for a group of users of a social networking system, wherein the group of users have a common user attribute such as a common market. The computer server receives a request for reporting a content object in the social networking system from a user among the group of users. The computer server determines multiple reporting options based on the community standards, and transmits the reporting options to the user in response to the request. The reporting options represent potential reasons why the user reports the content object",technology providing reporting option specific market common user attribute disclosed herein computer server social networking system determines multiple community standard group user social networking system wherein group user common user attribute common market computer server receives request reporting content object social networking system user among group user computer server determines multiple reporting option based community standard transmits reporting option user response request reporting option represent potential reason user report content object,-1
"The method of assessing the validity of factual claims determines if a purported factual claim, such as a statement made on social media, in the news, etc., is ""true"", ""false"" or ""unknown"" through comparison with corresponding ranked factual claims stored in a comparison database (102). The comparison database (102) is assembled by storing a plurality of sets of digital content items, where each of the sets of digital content items has a unique topic. Factual claims within each set are ranked by the number of agreements between individual items within each set. A query item to be assessed is input, and at least one purported factual claim to be assessed is extracted. This purported factual claim is compared against a predetermined number of highest-ranking factual claims within the corresponding set. A validity score is then generated based on the number of agreements and the number of disagreements from the comparison.",method assessing validity factual claim determines purported factual claim statement made social medium news etc true false unknown comparison corresponding ranked factual claim stored comparison database comparison database assembled storing plurality set digital content item set digital content item unique topic factual claim within set ranked number agreement individual item within set query item assessed input least one purported factual claim assessed extracted purported factual claim compared predetermined number highestranking factual claim within corresponding set validity score generated based number agreement number disagreement comparison,-1
"The present invention relates to a sentence generation method for generating sentences excluding hate speech in a sentence generation device. The method comprises:

Receiving a conversational sentence;

Generating a response sentence to the conversational sentence using a pre-trained first language model;

Detecting whether hate speech is present in the generated response sentence using a pre-trained hate speech classification model; and

If the hate speech classification model detects the presence of hate speech, generating a new response sentence excluding the hate speech using a pre-trained second language model.

Through this method, the performance of the language model can be maintained while excluding hate speech, and the sentence generation speed can be improved.
",present invention relates sentence generation method generating sentence excluding hate speech sentence generation device method comprises receiving conversational sentence generating response sentence conversational sentence using pretrained first language model detecting whether hate speech present generated response sentence using pretrained hate speech classification model hate speech classification model detects presence hate speech generating new response sentence excluding hate speech using pretrained second language model method performance language model maintained excluding hate speech sentence generation speed improved,0
"The disclosed computer-implemented method for performing security actions based on people's actual reactions to interactions may include (i) detecting an interaction (e.g., an interaction with a digital communication) of a monitored person (e.g., a child), (ii) estimating the monitored person's expected reaction to the interaction, (iii) using contemporaneous sensor data to estimate the monitored person's actual reaction to the interaction, and (iv) performing a security action based at least in part on a comparison of the monitored person's expected reaction and the monitored person's actual reaction. Various other methods, systems, and computer-readable media are also disclosed.",disclosed computerimplemented method performing security action based people actual reaction interaction may include detecting interaction interaction digital communication monitored person child estimating monitored person expected reaction interaction iii using contemporaneous sensor data estimate monitored person actual reaction interaction performing security action based least part comparison monitored person expected reaction monitored person actual reaction various method system computerreadable medium also disclosed,-1
"A method, computer system, and a computer program product for propagating a recording are provided. A recording is received from a user computer. The received recording is analyzed. In response to determining based upon the analysis of the received recording that at least a portion of the recording is suitable for propagation, the portion of the recording is transmitted to a venue for playing of the portion. In response to the transmitting of the portion of the recording, a confirmation message is transmitted to the user computer.",method computer system computer program product propagating recording provided recording received user computer received recording analyzed response determining based upon analysis received recording least portion recording suitable propagation portion recording transmitted venue playing portion response transmitting portion recording confirmation message transmitted user computer,0
"Video submission survey reviewer device, system, process, and computer program product capable of recording campaign or survey content including video, analyzing the recorded content, and synthesizing information about the recorded content to provide improved and more efficient analysis or curation and presentation of the processed data and its associated information.",video submission survey reviewer device system process computer program product capable recording campaign survey content including video analyzing recorded content synthesizing information recorded content provide improved efficient analysis curation presentation processed data associated information,0
"Abuse of a content-sharing service is detected by an arrangement in which an in-memory cache is distributed among a plurality of nodes, such as front-end web servers, and which caches each item accessed by users of the service as a single instance in the distributed cache. Associated with each cached item is a unit of metadata which functions as a counter that is automatically incremented each time the item is served from the distributed cache. Because abusive items often tend to become quickly popular for downloading, when the counter exceeds a predetermined threshold over a given time interval, it is indicative of an access rate that makes the item a candidate for being deemed abusive. A reference to the item and its access count are responsively written to a persistent store such as a log file or database.",abuse contentsharing service detected arrangement inmemory cache distributed among plurality node frontend web server cache item accessed user service single instance distributed cache associated cached item unit metadata function counter automatically incremented time item served distributed cache abusive item often tend become quickly popular downloading counter exceeds predetermined threshold given time interval indicative access rate make item candidate deemed abusive reference item access count responsively written persistent store log file database,1
"Aspects of the invention include identifying a user at an electronic device and accessing a profile of the user. The profile includes previously displayed data flagged as causing a negative reaction by the user when displayed to the user. New data for display is received at the electronic device. The new data is analyzed to determine whether it includes at least a subset of the previously displayed data flagged as causing a negative reaction by the user. The new data is displayed on a display of the electronic device based on determining that the new data does not include at least a subset of the previously displayed data flagged as causing a negative reaction. Otherwise, the new data is modified by removing the at least a subset of the previously displayed data from the new data and the modified data is displayed on the display of the electronic device.",aspect invention include identifying user electronic device accessing profile user profile includes previously displayed data flagged causing negative reaction user displayed user new data display received electronic device new data analyzed determine whether includes least subset previously displayed data flagged causing negative reaction user new data displayed display electronic device based determining new data include least subset previously displayed data flagged causing negative reaction otherwise new data modified removing least subset previously displayed data new data modified data displayed display electronic device,-1
"An apparatus comprises at least one processing device comprising a processor coupled to a memory. The processing device is configured to identify artifacts in a plurality of messages of an account of a user, and to replace the identified artifacts in the messages with respective modified artifacts while also maintaining in access-controlled storage at least information related to the identified artifacts. The processing device receives from a requestor a request for a given one of the identified artifacts that has been replaced with a corresponding modified artifact, determines a profile of the requestor based at least in part on the request, makes a security determination based at least in part on the determined profile, and takes at least one automated action based at least in part on the security determination.",apparatus comprises least one processing device comprising processor coupled memory processing device configured identify artifact plurality message account user replace identified artifact message respective modified artifact also maintaining accesscontrolled storage least information related identified artifact processing device receives requestor request given one identified artifact replaced corresponding modified artifact determines profile requestor based least part request make security determination based least part determined profile take least one automated action based least part security determination,-1
"A method for creating and exchanging a copyright for each artificial intelligence (AI)-generated multimedia is described. An AI model and a reference input for a multimedia is received from a user. If the reference input complies with system policies, an AI-generated multimedia is generated from the reference input using the AI model. The AI-generated multimedia is compared against works of a same type in a blockchain and decentralized file storage and if the AI-generated multimedia fails to match the works, the AI-generated multimedia is categorized as having originality. A copyright for the AI-generated multimedia and the AI-generated multimedia is stored. An exchange is facilitated with a buyer using cryptocurrency and is written to a blockchain.",method creating exchanging copyright artificial intelligence aigenerated multimedia described model reference input multimedia received user reference input complies system policy aigenerated multimedia generated reference input using model aigenerated multimedia compared work type blockchain decentralized file storage aigenerated multimedia fails match work aigenerated multimedia categorized originality copyright aigenerated multimedia aigenerated multimedia stored exchange facilitated buyer using cryptocurrency written blockchain,0
